,campaign_id,ad_id,impressions,clicks,spent,date,reach,link_external_clicks,join_rate
234,1028527934,155967428,5555,10,"497,55",2023-08-03,3991,5,0
235,1028527934,155967428,2790,4,"269,04",2023-08-04,2323,4,0
236,1028527934,155967378,5385,6,"500,00",2023-08-03,3874,2,1
237,1028527934,155967378,2747,8,"267,41",2023-08-04,2325,4,0
238,1028527934,155967265,5372,8,"497,82",2023-08-03,4216,6,0
239,1028527934,155967265,2910,5,"283,53",2023-08-04,2551,3,0
240,1028510627,155956321,2529,4,"248,72",2023-08-03,2362,2,0
241,1028510627,155956321,1609,3,"174,77",2023-08-04,1578,1,0
242,1028510627,155956190,2684,0,"246,63",2023-08-03,2400,0,0
243,1028510627,155956190,1534,4,"147,36",2023-08-04,1441,1,0
244,1028520128,155955663,2528,3,"250,00",2023-08-03,2330,2,0
245,1028520128,155955663,1466,2,"165,08",2023-08-04,1444,2,0
246,1028520128,155955561,2650,5,"246,74",2023-08-03,2403,3,0
247,1028520128,155955561,1262,2,"128,39",2023-08-04,1217,0,0
248,1028520128,155955476,2726,1,"249,60",2023-08-03,2487,1,0
249,1028520128,155955476,1370,3,"130,81",2023-08-04,1315,2,0
250,1028520329,155875442,4477,7,"500,00",2023-08-03,4201,4,0
251,1028520329,155875442,2357,4,"302,58",2023-08-04,2283,1,0
252,1028520329,155875237,4137,4,"500,00",2023-08-03,3526,2,0
253,1028520329,155875237,2049,7,"263,59",2023-08-04,1915,2,0
254,1028520128,155874455,2517,4,"250,00",2023-08-03,2350,1,0
255,1028520128,155874455,1611,2,"164,20",2023-08-04,1552,1,0
256,1028520128,155872091,2011,2,"250,00",2023-08-03,1887,2,0
257,1028520128,155872091,1063,0,"130,62",2023-08-04,1031,0,0
258,1028520094,155871827,3139,8,"495,85",2023-08-03,2996,4,0
259,1028520094,155871827,1885,5,"316,78",2023-08-04,1841,3,0
260,1028520094,155871524,4813,8,"498,69",2023-08-03,4545,7,0
261,1028520094,155871524,3347,4,"383,20",2023-08-04,3272,4,0
